train_id,name,item_condition_id,category_name,category_name 1,category_name 2,category_name 3,category_name 4,category_name 5,brand_name,price,high_priced,shipping,item_description,has_offer
206162,Verizon Ellipsis 7 Tablet,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,LG,51.0,0,0,Tablet used once on a flight and has been sitting ever since because I mainly use my laptop. Screen protector is still on it but it looks worn. Screen is brand new underneath and comes with an adjustable speck case. Missing wall charger but comes with car charger,0
206314,iPad mini rotation case,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,10.0,0,1,"PRICE IS FIRM ! FIRM Let me know your phone size if you can't find it . I have it available iPhone 7 , iPhone 7 plus , iPhone 6 , iPhone 6S , iPhone 6 Plus , iPhone 6S plus , IPhone SE , iPhone 5S, iPhone 5 , iPhone 5C , iPhone 4/4S , IPod Touch 5. Samsung Galaxy Note 5 , Note 4 , Note 3 , Note 2 N7100 , note Edge Samsung Galaxy S7 , Samsung galaxy S7 Edge , Samsung galaxy S6 , S6 Edge , S6 Edge Plus , Galaxy S5 , S4 , S3 Htc One M9 , M8 Sony Xperia Z4 , Z3 , Z2 LG G5 , LG G4 , LG G3 ,G2",0
206734,Tab e sprint like new,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,66.0,0,0,Tab e sprint like new,0
207746,"8"" NextBook Tablet",4,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,12.0,0,0,I can't say it don't work. It was in a storage unit we bought and there's no charger too it.so it might work. Might not.,0
209043,Ipod touch 5th gen,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,120.0,1,1,Pretty sure it's 32 gb but may be 16. Restarted and will need wifi but is practically brand new! Comes with cases,0
209370,Turquoise Blue MAC Keyboard Cover,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,4.0,0,1,For Rharless!,0
209393,Apple Ipad Mini 16gb White 1 Generation,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,75.0,0,1,"Apple iPad mini, great condition, always used in case, tiny crack at very bottom corner (see photos)",0
209459,5 Kindle Fire HD 8 cases NEW!,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,40.0,0,1,Great Condition Comes with power adapter Free Shipping Comes with cover,0
209893,"iPad Air Leather case , iPad Air 1 /2",1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,10.0,0,1,Brand new free shipping Price is firm Check out my store for more cases,0
211177,Kindle,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,18.0,0,0,Amazonkindle received as gift but never actually used No charger (it broke) but you can use and Samsung charger to charge it Comes with brown leather case,0
211341,Galaxy Tab A With S Pen,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Samsung,150.0,1,1,"Perfect Condition (New) Never been used Comes with all accessories 16GB Color: Smoky Titanium 245.8mm (9.7"")",0
213083,1st Gen 42 mm Apple Watch Sport Edition,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,186.0,1,0,"Includes charger, 2 black and white bands and a mophie charging dock.",0
214306,iPad Pro 9.7 Air 2 Folio Case Mate,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,13.0,0,1,"New Casemate Tuxedo Case for iPad Air 2 and iPad Pro 9.7"" Integrated Stand Microsuede lining Protects device Retail: 55.00",0
214525,"Apple iPad 2,3,4 Case",1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,14.0,0,1,"New. Fits Apple iPad generation 2, 3, or 4. Note: Will NOT fit iPad Air, Air 2, Pro 9.7"", or Pro 12.9"". Fast & Free shipping! Thanks for your interest. Please check out my store (closet) for more tablet & phone case options. Just tap on my seller name below.",0
215146,Ipad mini case,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,15.0,0,1,This is an IPad Mini case. This case has been used about 2 - 3 times and is in perfect condition.,0
215598,iPad Air 16 GB Factory Settings,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,240.0,1,1,Price is firm I cannot reduce because I now have to pay mercaree fees iOS 10.1.1 iCloud unlocked Clean IMEI for AT&T SIM card Screen is scratch free Back has a few stuffs but nothing big Corners are in great shape Will include aftermarket charger,0
217108,Ipad 2 16gb,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,40.0,0,0,"16 gb iPad with used case to protect it, price negotiable before 10/19",0
217513,Tzumi Glass i pad mini Screen Protector,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,11.0,0,1,New in package! Hello I'm Bailee! Welcome to my page :) ❌No Trades ✅Reasonable Offers Welcome ✅All of my items come from a smoke free home :),0
218687,Apple iPad 16GB 3rd gen,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,196.0,1,0,This iPad is in good shape. It has a screen protector on it. Comes with original box and a black case. Thanks for looking. No free shipping!,0
219294,LG G Pad 7.0,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,LG,40.0,0,1,"Great condition, barely used. Black. AT&T. Case comes with it. Willing to negotiate a price.",0
220163,Classic iPod in white,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,20.0,0,1,Classic apple iPod in white. Works perfectly. Slightly used condition but expected for something this age,0
220247,Kindle Paperwhite,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,75.0,0,1,"Gently used, like new. Will include the USB charger. This Herschel case works well with it. PRICE FIRM. It is still [rm] on Amazon and in great condition.",0
220522,Ipod 3rd Gen 8GB,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,28.0,0,1,Green with a clear case In great shape Works wonderful One line of broken pixels on left side,0
220600,iPad Mini 16GB 4th Gen Original Box,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,136.0,1,0,"PRICE IS FIRM This is the lowest price it will go down This is the second generation No damage on the iPad, the case is also in perfect condition. iPad comes with charger, the keyboard, apple earbuds, and the keyboard charger. It also already has a screen protector on it. If you have any questions. No low balling",0
220767,iPad 2/3/4 Protective Folio Case - new,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,9.0,0,1,Accellorize Protective Folio Case for iPad 2/3/4 - Red New - only took out of packaging for photos,0
221372,Samsung Galaxy Tab 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,46.0,0,0,"Samsung Galaxy Tab 2 Pros -Free Case (has small tear, but will get the job done) -Like new condition -8GB Internal Storage -7.0 inch Screen (no scratches on screen) -Comes with used generic charging cord -Has Sd memory slot -1000% functional Cons -Has slightly faded scratches on back of case (Can barely see it) -Preowned (For those who prefer NEW all the time) -I recommend purchasing a Samsung OEM charging cord later on. This device has been tested and is 1000% functional. NO ISSUES WHAT SO EVER Questions??? Please feel free to message me. ALL OF MY ITEMS ARE GUARANTEED TO WORK WITH NO ISSUES WHAT SO EVER. BUY WITH CONFIDENCE AS I TAKE PRIDE IN MY WORK.",0
222116,Nook Color,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,26.0,0,0,certified pre owned. i won this in a work raffle and never used. it has all its accessories and comes with the box. model number: bnrv200rb,0
222858,Ipod touch 4generation,5,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,10.0,0,1,"Crack on screen, loud speaker doesn't work would have to use head phones, and lost the cord to charge so would have to remove old music on it.",0
222957,Obey Apple Ipad gen 1234 case camo,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,12.0,0,0,Obey camouflage zipper case for Apple IPad gen 1234 zip up cover sleeve. Lightly used a couple times. Great condition like new.,0
223338,Samsung Galaxy Tab 3,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,176.0,1,1,"The Samsung Galaxy Tab Pro 10.1"" Tablet 16GB brings rich HD graphics and deeper clarity to all your work and entertainment on its high-resolution screen. 1.9GHz Quad-Core processor 2GB of system memory 10.1"" touchscreen, 2560 x 1600 resolution, virtual keyboard Built-in 802.11a/b/g/n/ac WiFi and Bluetooth v4.0 LE Additional Features: Back 8MP webcam and front 2MP HD webcam with microphone microUSB 2.0 port 16GB on-board storage memory, additional memory via microSD card slot Built-in speakers GPS with GLONASS Rechargeable 8220mAh lithium polyer battery Weighs 1.07 lbs; 9.57"" x 6.57"" x 0.29"" dimensions Software and Applications: Android 4.4 OS (Kit Kat)",0
224254,Apple Ipad,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,106.0,1,0,had for 5-6 years. Normal ipad. Trying to sell to buy the new one! We kept it in mint condition! No cracks in screen! I heard people buy them to sell the inside parts of them and stuff!,0
224413,"7"" Nabi 2S Android Tablet W/ Case",2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,46.0,0,0,"Nabi Dream Tab 7"" Display Android 4.2.2. Tablet W Case Shipping: Package will ship via usps priority mail with tracking. Serial #: N2SAWH000DB31140702 White W Red Case Nabi Dream Tablet SNB02-NV7A This Nabi tablet it like new and works great! *Rubber red Case *Protective Seal on the LCD Brand: Nabi Item Weight: 94 gProduct Dimensions25.7 x 18 x 8.1 cmBatteries:1 Lithium ion batteries required. (included)Item model numberNABI2-NV7A Color: Black Screen Size: 7"" Processor Count: 4RAM Size1 GBComputer Memory TypeDDR3 SDRAMHard Drive Size8 GBConnectivity TypeWi-FiWireless Type802.11bgn Number of USB 2.0 Ports: 1 Number of Serial Ports1Rear Webcam Resolution: 3 megapixels Card Reader MicroSD Operating System: Android 4.1 Jelly Bean Lithium Battery Energy Content: 14 watt_hours Lithium Battery Packaging batteries_contained_in_equipmentLithium Battery Voltage: 3.7 volts? Lithium Battery Weight: 80 Grams Number Of Lithium Ion Cells:1",0
224469,iPod 5th Generation,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,24.0,0,0,"8GB In good condition Still has music in it, my husband threw away the charger so i couldn't delete the music in it. It does not come with its charger just the iPod. Last time I used it I worked just fine.",0
225623,Samsung Galaxy Tab 3,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Samsung,70.0,0,1,Used With Case,0
226267,1st gen kindle,4,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,21.0,0,0,I've had this kindle for a while. I never use it. It needs a good home. I had it engraved on the back by some amateur so I apologize. I will include the case to cover up my engraved name.,0
226531,B&N Nook Color,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,20.0,0,1,Model #BNTV250 16 Gig Come with case as in photo Has original charger but NOT original cable (still charge but take longer) Use for ebook reading mostly Will reset to factory default when you buy,0
226687,1st Generation Ipad,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,72.0,0,0,-Comes with charger -1st generation -In good condition -Selling it because I dont need anymore -Still works -Welcomed to ask questions -has two little dark spots on the back that won't come off unfortunately -16 GB & icloud is unlocked,0
227266,FREE SHIP Ipod Touch 5g Blue 32 GB Bundl,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,95.0,0,1,"This ipod touch has been used for around 2-3 years but in the past year I haven't used this much at all. I reset the whole device meaning it deleted all personal information as well as any personalization to the device. It will come with a free case. In good condition! Works perfectly fine. I will clean the screen before shipping. INCLUDES: 5 cases, the one it'd currently in (love) , a rilakkuma case, a pink silicon, orange, and green silicon, and lastly a best friends case.",0
227689,iPad mini,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,206.0,1,0,"I bought this off of here and I just never used it. It is in great condition and has been lightly used. When I bought it, it came with the box only. Likewise I will be selling it with the box only. It does have a glass protection screen that I put on the front of it.",0
228226,iTunes Gift card [rm] never used,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,75.0,0,1,Full [rm] iTunes gift card. Don't have apple accounts anymore.,0
228666,Wacom bamboo CTH-470 writing tablet,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Wacom,20.0,0,1,"Tablet works great but is missing the battery and maybe another part, I'm not sure, see pics, I don't know if the other empty slot was supposed to have something there or was for expansion Shipping always free",0
229404,Samsung Galaxy Tab 3,4,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,27.0,0,1,In fair shape It's been used for a long time (2 yrs) Works perfectly COMES WITH ORIGINAL CHARGER AND CASE Chargeable Price is negotiable,0
230181,Ice Blue Case For Amazon Kindle New,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,11.0,0,0,"Features Amazon Kindle Paperwhite (Fits All versions: 2012, 2013, 2014 and 2015 All-New 300 PPI Versions with 6"" Display and Built-in Light, will not fit Kindle or Kindle Touch) Made from durable synthetic leather with soft interior to prevent scratches Ultra slim and ultra lightweight edition. Protect your device without adding unnecessary bulk or weight Wake or put your device to sleep by opening or closing the cover. Magnetic clasp ensures cover is securely closed, secures your device without straps covering the front",0
231349,"IPAD PRO 12.9"" 128gb UNLOCKED",1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,636.0,1,1,new without box comes with aftermarket charger wifi and unlocked cellular takes a sim I pad ipad pro apple 12.9 inches 128 gigabytes of storage icloud unlocked ready to go!,0
231880,Samsung Galaxy Tab 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Samsung,46.0,0,0,Perfect for back to school! No signs of wear & tear. Always been kept in the case and on the back still has the plastic on it. Comes with the charger and case.,0
232298,Samsung Galaxy Tab 3,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,10.0,0,1,"Earphones For Samsung And Iphone Let me know beforehand if you want more 1 = [rm] 2 = [rm] 3 = [rm] • Excellent sound quality and super clear sound. •Lightweight and compact. •Comes with pretective plastic bag and safe packing. •Large quantity in stock. •Plug:3.5mm standard plug •With Mic:yes •With Remote Control:yes •Compatiable with:Iphones,Galaxy S4 I9500 S5 i9600 i9500,Galaxy Note N7000 Note2 N7100,etc",0
232533,NEW IPad mini case,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,6.0,0,1,"Description The Smart Case has your back. And your front. It offers all-around protection and is precisely designed to keep your iPad fully covered with a slim fit. And just like the Smart Cover, it wakes and sleeps iPad on open and close and folds into different positions to make reading, viewing, or typing even easier. And it adds your iPad with a touch of vivid color. Apple IPad mini 1st generation INCLUDES: 1 X Magnetic Front Smart Cover + Translucent Back Case 1 X Screen Protector for Display 1 X Cleaning Cloth 1 X Stylus",1
233211,Misc electronics,4,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,16.0,0,0,Two tablets with no chargers do not know if they work or not five cell phones no cords do not know if they work,0
233500,Tablet Stand,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,9.0,0,1,"This is a heavy weight multi-angle stand perfect for your iPad, kindle, phone, or tablet! Brand new, in box. Brand: Anker.",0
233994,16GB iPad 2nd Generation,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,106.0,1,0,16GB 2nd Generation iPad in great condition ready for a new user. For wifi use only. Comes with cord and wall adapter.,0
234746,"Yoga tab 3 10.1"" 16 gb tablet Lenovo",2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,125.0,1,0,Yoga tab 3 barely used! Excellent condition Includes everything!,0
234845,UNIDEN TABLET FOR,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Uniden,22.0,0,0,"This is a great working Uniden Tablet with a 7"" Screen does have some scratches on the back of Tablet but does not affect the screen at all.. Does NOT come with Charger.. Check out my bio for shipping updates & regulations! •Price firm unless bundled with other items to save on shipping costs. •No HOLDS or TRADES. •Lowest Questions will be Ignored. •Low-Ballers, Time Wasters, Rude/Wise Unnecessary Comments WILL be Blocked with NO Hesitation.",0
235756,Samsung Tab 3 10.1 (White),3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,65.0,0,1,Great shape no charger 7 in 16gb,0
236297,Verizon Tablet,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,28.0,0,1,8 gb. Never used. Came with no charger,0
236453,iPad,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,251.0,1,0,Brand new silver iPad in box,0
236511,NEW Bluetooth Wireless Keyboard Kindle,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,13.0,0,0,"Leather black case for Kindle Fire HDX 8.9"" tablet. Keyboard is detachable...kickstand too! New/like new condition...opened box item. Price IS FIRM. Tags: cover, tablet, protection, protector, resistant, otter, flip stand, belkin, griffin, duty, dual, protective,",0
236787,Apple keyboard,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,39.0,0,0,Like new authentic apple wireless key board price firm originally [rm]!,0
237260,Galaxy Tablet 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,66.0,0,0,"Galaxy tablet 3. Works great, just don't have a use for it anymore. Comes with chArging cable, and leather case!",0
237534,Samsung Galaxy Tab 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,134.0,1,0,"Comes with case and screen protector already on it. Android 6.0 (Marshmallow) operating system Productivity and entertainment at your fingertips. Download apps, games, movies, music and eBooks from Google Play. Cloud integration provides a seamless experience across all Android devices. 10.1"" screen with 1920 x 1200 resolution This high-resolution screen is ideal for gaming and streaming HD content. 16GB internal storage Plenty of space for music, movies, photos, and more. Octa-core processor The right combination of fast performance and power efficiency. It allows rapid multitasking, delivers smooth response and unleashes stunning graphics. Dual cameras for photos and face-to-face chat 2MP front camera and 8MP rear camera. Selling as is excellent working condition only couple months old",0
237888,IPad Pro 10.5 inch & IPad mini,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,35.0,0,1,"Brand New ,Apple Silicon Case For iPad Pro 9.7""inches in Charcoal Gray Colors. iPad Pro 9.7""Inch Apple Silicon Case✨New",0
238278,Microsoft Surface 2,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Microsoft,90.0,0,1,**Please read the description!!! Rarely used. Has minor scratches but good condition. Charger included and keyboard is for free!,0
238792,iPod Touch,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,25.0,0,1,I pod touch generally good shape... works great... comes w power cord.... minor scuffs on back ..,0
240137,Samsung Galaxy Tab 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,90.0,0,1,"Never use, in awesome shape. Just needs new charger. At a Glance: High-resolution, 10.1-inch display for vivid detail Watch movies, play games, read, browse the web, and more IR blaster allows you to use tablet as universal remote Search TV listings and receive recommendations Share your tablet with multi-user mode Switch to Kids Mode for a colorful, easy-to-use interface Rear and front cameras for photos and video chat Add up to 64 GB memory with microSD slot Easily multitask with two apps using Multi Window Lightweight, portable design",0
240374,iPad mini,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,210.0,1,1,"Like new iPad mini 2! Rarely used, it's just been in my drawer. There are no scratches or dents since it's been in it's case since I received the iPad. The iPad will be packaged in its original box along with the charger. iPad case and keyboard are included as well. Color is silver I bought it through the Apple Store! 32gb",0
240938,Kids Tablet. New!! Ipad.,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,20.0,0,1,Brand new never used only took it out of the rapper to take photos does lots of stuff from learning to music to games exedra I have to bundle with other items and Save or by both at a discount thank you for looking bought them as Christmas presents but lost them before Christmas and just found them but it's too late LOL,1
241075,iPad mini 1 - 16gb like new,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,150.0,1,1,This ipad mini is in excellent conditions not a scratch on it . Looks brand new. Very will kept. It's cellular unlocked so could be used on any carrier. Ipad only no charger or box. Works perfect. Any offers less then 150 will be ignored. Thank you,1
241119,Samsung Galaxy Tab 3,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,160.0,1,1,"Tablet was purchased through T-mobile. Hardly used. Screen is like new. Imei is clean, ask for it if you want to check yourself. It comes with stylus pen. 32 GB. No charger though, unless I can find it, but uses regular android charger. Free shipping!!!",0
241714,Silver iPad 2 16GB WiFi only,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,100.0,0,1,This white/silver iPad 2 looks brand new and works great! FREE SHIPPING :),0
242172,Amazon Kindle,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,32.0,0,0,"Works great, very good condition. tags: tablet ipad notebook notepad ebook reader book",0
243063,Kindle Paperwhite,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,45.0,0,1,Kindle paperwhite wifi 4g excellent condition. Comes with case but I don't have the charger. I will fully charge it before I ship and reset it.,0
243253,iPad,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,130.0,1,1,16gb Verizon ipad 4 in really good condition. The corners have some knick but minor. Ready to activate or us on WiFi or hotspot. Great for kids,0
243678,"Insignia 8"" tablet",2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Insignia,34.0,0,1,Ships free like new. Comes with charger.,0
243945,iPad case,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,6.0,0,1,Brand-new iPad case hot pink and black zebra stripe,0
244946,iPod Touch,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,28.0,0,1,Comes with charger..Any questions just ask. Accepting offer.. Low ball will be blocked don't waste my time I won't waste yours.. Shipping include in Price will cost me about six dollars to ship Thanks,1
245556,Glass To Ipad 2,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,14.0,0,0,What this part and never used it. It is in new condition,0
245822,Used iPad w/retina 4th gen (16 gb),3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,131.0,1,0,"Apple iPad with Retina Display MD 513LL-A 16gb I have had it for about a year and I no longer use or need it. It's an amazing condition. It has a protective film to prevent scratching and damage. It works perfectly! Bought for 300.00 No cable, just charging block. WONT GO ANY LOWER THAN 125.00 I just want to get rid of it",0
245874,"New Apple iPad Pro 12"" keyboard case",2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,80.0,0,1,"Apple iPad Pro 12"" Keyboard case. Never used. decided to go with smaller size iad 9.7""",0
246587,Kindle,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,15.0,0,0,Works perfect minus a small deadspot,0
246669,Kindle Paperwhite,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,76.0,0,0,Brand New. Sealed box. 7th generation. WiFi no 3G,0
246672,Apple iPad 2 MUST GO ❗️❗️,5,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,20.0,0,0,NEED IT GONE ASAP Selling for parts It's cracked & locked. I TAKE OFFERS ! Low ballers & rude comments will be blocked ✨ trying to save money for the holidays ✨,0
248346,Tablet and keyboard,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,RCA,36.0,0,0,No description yet,0
